"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Change in Rolling Seven-Day Average of COVID-19 Cases  - 14-Day Change","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pc_av7dy_2wk_cases","TimeFrame","GeoVintage","Source","Location"
"County","Custer","SD","46033","=""46033""","16.28","2021-01-14","","New York Times","United States"
"County","Davison","SD","46035","=""46035""","53.35","2021-01-14","","New York Times","United States"
"County","Day","SD","46037","=""46037""","0.00","2021-01-14","","New York Times","United States"
"County","Deuel","SD","46039","=""46039""","23.12","2021-01-14","","New York Times","United States"
"County","Dewey","SD","46041","=""46041""","60.79","2021-01-14","","New York Times","United States"
"County","Douglas","SD","46043","=""46043""","-20.28","2021-01-14","","New York Times","United States"
"County","Edmunds","SD","46045","=""46045""","-7.25","2021-01-14","","New York Times","United States"
"County","Fall River","SD","46047","=""46047""","-40.21","2021-01-14","","New York Times","United States"
"County","Faulk","SD","46049","=""46049""","-32.56","2021-01-14","","New York Times","United States"
"County","Grant","SD","46051","=""46051""","0.00","2021-01-14","","New York Times","United States"
"County","Gregory","SD","46053","=""46053""","107.14","2021-01-14","","New York Times","United States"
"County","Haakon","SD","46055","=""46055""","-37.72","2021-01-14","","New York Times","United States"
"County","Hamlin","SD","46057","=""46057""","17.70","2021-01-14","","New York Times","United States"
"County","Hand","SD","46059","=""46059""","514.29","2021-01-14","","New York Times","United States"
"County","Hanson","SD","46061","=""46061""","0.00","2021-01-14","","New York Times","United States"
"County","Harding","SD","46063","=""46063""","-100.00","2021-01-14","","New York Times","United States"
"County","Hughes","SD","46065","=""46065""","-52.07","2021-01-14","","New York Times","United States"
"County","Hutchinson","SD","46067","=""46067""","58.48","2021-01-14","","New York Times","United States"
"County","Hyde","SD","46069","=""46069""","0.00","2021-01-14","","New York Times","United States"
"County","Jackson","SD","46071","=""46071""","-100.00","2021-01-14","","New York Times","United States"
"County","Jerauld","SD","46073","=""46073""","0.00","2021-01-14","","New York Times","United States"
"County","Jones","SD","46075","=""46075""","0.00","2021-01-14","","New York Times","United States"
"County","Kingsbury","SD","46077","=""46077""","173.25","2021-01-14","","New York Times","United States"
"County","Lake","SD","46079","=""46079""","24.89","2021-01-14","","New York Times","United States"
"County","Lawrence","SD","46081","=""46081""","-44.48","2021-01-14","","New York Times","United States"
"County","Lincoln","SD","46083","=""46083""","-11.99","2021-01-14","","New York Times","United States"
"County","Lyman","SD","46085","=""46085""","110.08","2021-01-14","","New York Times","United States"
"County","McCook","SD","46087","=""46087""","-33.46","2021-01-14","","New York Times","United States"
"County","McPherson","SD","46089","=""46089""","697.67","2021-01-14","","New York Times","United States"
"County","Marshall","SD","46091","=""46091""","150.88","2021-01-14","","New York Times","United States"
"County","Meade","SD","46093","=""46093""","-1.38","2021-01-14","","New York Times","United States"
"County","Mellette","SD","46095","=""46095""","514.29","2021-01-14","","New York Times","United States"
"County","Miner","SD","46097","=""46097""","397.67","2021-01-14","","New York Times","United States"
"County","Minnehaha","SD","46099","=""46099""","-13.83","2021-01-14","","New York Times","United States"
"County","Moody","SD","46101","=""46101""","100.00","2021-01-14","","New York Times","United States"
"County","Oglala Lakota","SD","46102","=""46102""","-5.97","2021-01-14","","New York Times","United States"
"County","Pennington","SD","46103","=""46103""","-34.68","2021-01-14","","New York Times","United States"
"County","Perkins","SD","46105","=""46105""","18.47","2021-01-14","","New York Times","United States"
"County","Potter","SD","46107","=""46107""","589.66","2021-01-14","","New York Times","United States"
"County","Roberts","SD","46109","=""46109""","-34.18","2021-01-14","","New York Times","United States"
"County","Sanborn","SD","46111","=""46111""","293.10","2021-01-14","","New York Times","United States"
"County","Spink","SD","46115","=""46115""","-14.50","2021-01-14","","New York Times","United States"
"County","Stanley","SD","46117","=""46117""","75.44","2021-01-14","","New York Times","United States"
"County","Sully","SD","46119","=""46119""","0.00","2021-01-14","","New York Times","United States"
"County","Todd","SD","46121","=""46121""","-73.05","2021-01-14","","New York Times","United States"
"County","Tripp","SD","46123","=""46123""","-16.37","2021-01-14","","New York Times","United States"
"County","Turner","SD","46125","=""46125""","-10.75","2021-01-14","","New York Times","United States"
"County","Union","SD","46127","=""46127""","97.98","2021-01-14","","New York Times","United States"
"County","Walworth","SD","46129","=""46129""","54.78","2021-01-14","","New York Times","United States"
"County","Yankton","SD","46135","=""46135""","-55.68","2021-01-14","","New York Times","United States"
"County","Ziebach","SD","46137","=""46137""","450.88","2021-01-14","","New York Times","United States"
"County","Anderson","TN","47001","=""47001""","4.36","2021-01-14","","New York Times","United States"
"County","Bedford","TN","47003","=""47003""","-1.56","2021-01-14","","New York Times","United States"
"County","Benton","TN","47005","=""47005""","8.86","2021-01-14","","New York Times","United States"
"County","Bledsoe","TN","47007","=""47007""","-29.15","2021-01-14","","New York Times","United States"
"County","Blount","TN","47009","=""47009""","-19.95","2021-01-14","","New York Times","United States"
"County","Bradley","TN","47011","=""47011""","3.55","2021-01-14","","New York Times","United States"
"County","Campbell","TN","47013","=""47013""","-44.08","2021-01-14","","New York Times","United States"
"County","Cannon","TN","47015","=""47015""","-13.24","2021-01-14","","New York Times","United States"
"County","Carroll","TN","47017","=""47017""","-10.83","2021-01-14","","New York Times","United States"
"County","Carter","TN","47019","=""47019""","-34.22","2021-01-14","","New York Times","United States"
"County","Cheatham","TN","47021","=""47021""","-29.60","2021-01-14","","New York Times","United States"
"County","Chester","TN","47023","=""47023""","-17.35","2021-01-14","","New York Times","United States"
"County","Claiborne","TN","47025","=""47025""","-2.99","2021-01-14","","New York Times","United States"
"County","Clay","TN","47027","=""47027""","-10.96","2021-01-14","","New York Times","United States"
"County","Cocke","TN","47029","=""47029""","-6.54","2021-01-14","","New York Times","United States"
"County","Coffee","TN","47031","=""47031""","-23.69","2021-01-14","","New York Times","United States"
"County","Crockett","TN","47033","=""47033""","-54.62","2021-01-14","","New York Times","United States"
"County","Cumberland","TN","47035","=""47035""","-9.36","2021-01-14","","New York Times","United States"
"County","Davidson","TN","47037","=""47037""","7.17","2021-01-14","","New York Times","United States"
"County","Decatur","TN","47039","=""47039""","-21.88","2021-01-14","","New York Times","United States"
"County","DeKalb","TN","47041","=""47041""","-11.99","2021-01-14","","New York Times","United States"
"County","Dickson","TN","47043","=""47043""","12.98","2021-01-14","","New York Times","United States"
"County","Dyer","TN","47045","=""47045""","-10.15","2021-01-14","","New York Times","United States"
"County","Fayette","TN","47047","=""47047""","-7.92","2021-01-14","","New York Times","United States"
"County","Fentress","TN","47049","=""47049""","-17.56","2021-01-14","","New York Times","United States"
"County","Franklin","TN","47051","=""47051""","-32.04","2021-01-14","","New York Times","United States"
"County","Gibson","TN","47053","=""47053""","-38.02","2021-01-14","","New York Times","United States"
"County","Giles","TN","47055","=""47055""","-25.50","2021-01-14","","New York Times","United States"
"County","Grainger","TN","47057","=""47057""","-17.50","2021-01-14","","New York Times","United States"
"County","Greene","TN","47059","=""47059""","-3.86","2021-01-14","","New York Times","United States"
"County","Grundy","TN","47061","=""47061""","-21.10","2021-01-14","","New York Times","United States"
"County","Hamblen","TN","47063","=""47063""","-16.56","2021-01-14","","New York Times","United States"
"County","Hamilton","TN","47065","=""47065""","1.14","2021-01-14","","New York Times","United States"
"County","Hancock","TN","47067","=""47067""","12.54","2021-01-14","","New York Times","United States"
"County","Hardeman","TN","47069","=""47069""","-2.23","2021-01-14","","New York Times","United States"
"County","Hardin","TN","47071","=""47071""","-40.23","2021-01-14","","New York Times","United States"
"County","Hawkins","TN","47073","=""47073""","4.76","2021-01-14","","New York Times","United States"
"County","Haywood","TN","47075","=""47075""","-15.84","2021-01-14","","New York Times","United States"
"County","Henderson","TN","47077","=""47077""","-38.79","2021-01-14","","New York Times","United States"
"County","Henry","TN","47079","=""47079""","13.73","2021-01-14","","New York Times","United States"
"County","Hickman","TN","47081","=""47081""","-27.10","2021-01-14","","New York Times","United States"
"County","Houston","TN","47083","=""47083""","78.12","2021-01-14","","New York Times","United States"
"County","Humphreys","TN","47085","=""47085""","26.29","2021-01-14","","New York Times","United States"
"County","Jackson","TN","47087","=""47087""","-5.45","2021-01-14","","New York Times","United States"
"County","Jefferson","TN","47089","=""47089""","15.73","2021-01-14","","New York Times","United States"
"County","Johnson","TN","47091","=""47091""","71.07","2021-01-14","","New York Times","United States"
"County","Knox","TN","47093","=""47093""","-2.57","2021-01-14","","New York Times","United States"
"County","Lake","TN","47095","=""47095""","-4.95","2021-01-14","","New York Times","United States"
"County","Lauderdale","TN","47097","=""47097""","15.34","2021-01-14","","New York Times","United States"
"County","Lawrence","TN","47099","=""47099""","-12.35","2021-01-14","","New York Times","United States"
"County","Lewis","TN","47101","=""47101""","-14.79","2021-01-14","","New York Times","United States"
"County","Lincoln","TN","47103","=""47103""","-42.06","2021-01-14","","New York Times","United States"
"County","Loudon","TN","47105","=""47105""","-31.03","2021-01-14","","New York Times","United States"
"County","McMinn","TN","47107","=""47107""","17.13","2021-01-14","","New York Times","United States"
"County","McNairy","TN","47109","=""47109""","-13.76","2021-01-14","","New York Times","United States"
"County","Macon","TN","47111","=""47111""","-10.53","2021-01-14","","New York Times","United States"
"County","Madison","TN","47113","=""47113""","-29.58","2021-01-14","","New York Times","United States"
"County","Marion","TN","47115","=""47115""","21.05","2021-01-14","","New York Times","United States"
"County","Marshall","TN","47117","=""47117""","2.34","2021-01-14","","New York Times","United States"
"County","Maury","TN","47119","=""47119""","18.85","2021-01-14","","New York Times","United States"
"County","Meigs","TN","47121","=""47121""","-8.75","2021-01-14","","New York Times","United States"
"County","Monroe","TN","47123","=""47123""","-30.96","2021-01-14","","New York Times","United States"
"County","Montgomery","TN","47125","=""47125""","31.97","2021-01-14","","New York Times","United States"
"County","Moore","TN","47127","=""47127""","-50.00","2021-01-14","","New York Times","United States"
"County","Morgan","TN","47129","=""47129""","-10.15","2021-01-14","","New York Times","United States"
"County","Obion","TN","47131","=""47131""","-45.76","2021-01-14","","New York Times","United States"
"County","Overton","TN","47133","=""47133""","-27.37","2021-01-14","","New York Times","United States"
"County","Perry","TN","47135","=""47135""","-14.90","2021-01-14","","New York Times","United States"
"County","Pickett","TN","47137","=""47137""","17.06","2021-01-14","","New York Times","United States"
"County","Polk","TN","47139","=""47139""","-4.07","2021-01-14","","New York Times","United States"
"County","Putnam","TN","47141","=""47141""","-5.72","2021-01-14","","New York Times","United States"
"County","Rhea","TN","47143","=""47143""","-5.13","2021-01-14","","New York Times","United States"
"County","Roane","TN","47145","=""47145""","-23.26","2021-01-14","","New York Times","United States"
"County","Robertson","TN","47147","=""47147""","-20.43","2021-01-14","","New York Times","United States"
"County","Rutherford","TN","47149","=""47149""","-4.28","2021-01-14","","New York Times","United States"
"County","Scott","TN","47151","=""47151""","-54.47","2021-01-14","","New York Times","United States"
"County","Sequatchie","TN","47153","=""47153""","-3.54","2021-01-14","","New York Times","United States"
"County","Sevier","TN","47155","=""47155""","-5.12","2021-01-14","","New York Times","United States"
"County","Shelby","TN","47157","=""47157""","2.73","2021-01-14","","New York Times","United States"
"County","Smith","TN","47159","=""47159""","36.64","2021-01-14","","New York Times","United States"
"County","Stewart","TN","47161","=""47161""","0.00","2021-01-14","","New York Times","United States"
"County","Sullivan","TN","47163","=""47163""","-11.25","2021-01-14","","New York Times","United States"
"County","Sumner","TN","47165","=""47165""","-16.62","2021-01-14","","New York Times","United States"
"County","Tipton","TN","47167","=""47167""","-17.91","2021-01-14","","New York Times","United States"
"County","Trousdale","TN","47169","=""47169""","21.77","2021-01-14","","New York Times","United States"
"County","Unicoi","TN","47171","=""47171""","-24.00","2021-01-14","","New York Times","United States"
"County","Union","TN","47173","=""47173""","-30.97","2021-01-14","","New York Times","United States"
"County","Van Buren","TN","47175","=""47175""","53.91","2021-01-14","","New York Times","United States"
"County","Warren","TN","47177","=""47177""","-23.55","2021-01-14","","New York Times","United States"
"County","Washington","TN","47179","=""47179""","-6.50","2021-01-14","","New York Times","United States"
"County","Wayne","TN","47181","=""47181""","-39.34","2021-01-14","","New York Times","United States"
"County","Weakley","TN","47183","=""47183""","-36.58","2021-01-14","","New York Times","United States"
"County","White","TN","47185","=""47185""","-30.78","2021-01-14","","New York Times","United States"
"County","Williamson","TN","47187","=""47187""","-16.90","2021-01-14","","New York Times","United States"
"County","Wilson","TN","47189","=""47189""","-20.44","2021-01-14","","New York Times","United States"
"County","Anderson","TX","48001","=""48001""","-73.28","2021-01-14","","New York Times","United States"
"County","Andrews","TX","48003","=""48003""","30.92","2021-01-14","","New York Times","United States"
"County","Angelina","TX","48005","=""48005""","40.39","2021-01-14","","New York Times","United States"
"County","Aransas","TX","48007","=""48007""","26.42","2021-01-14","","New York Times","United States"
"County","Archer","TX","48009","=""48009""","-25.39","2021-01-14","","New York Times","United States"
"County","Armstrong","TX","48011","=""48011""","207.14","2021-01-14","","New York Times","United States"
"County","Atascosa","TX","48013","=""48013""","487.50","2021-01-14","","New York Times","United States"
"County","Austin","TX","48015","=""48015""","76.52","2021-01-14","","New York Times","United States"
"County","Bailey","TX","48017","=""48017""","232.56","2021-01-14","","New York Times","United States"
"County","Bandera","TX","48019","=""48019""","97.67","2021-01-14","","New York Times","United States"
"County","Bastrop","TX","48021","=""48021""","-15.69","2021-01-14","","New York Times","United States"
"County","Baylor","TX","48023","=""48023""","84.91","2021-01-14","","New York Times","United States"
"County","Bee","TX","48025","=""48025""","22.99","2021-01-14","","New York Times","United States"
"County","Bell","TX","48027","=""48027""","9.93","2021-01-14","","New York Times","United States"
"County","Bexar","TX","48029","=""48029""","41.10","2021-01-14","","New York Times","United States"
"County","Blanco","TX","48031","=""48031""","186.00","2021-01-14","","New York Times","United States"
"County","Borden","TX","48033","=""48033""","N/A","2021-01-14","","New York Times","United States"
"County","Bosque","TX","48035","=""48035""","98.31","2021-01-14","","New York Times","United States"
"County","Bowie","TX","48037","=""48037""","36.60","2021-01-14","","New York Times","United States"
"County","Brazoria","TX","48039","=""48039""","24.09","2021-01-14","","New York Times","United States"
"County","Brazos","TX","48041","=""48041""","64.58","2021-01-14","","New York Times","United States"
"County","Brewster","TX","48043","=""48043""","37.32","2021-01-14","","New York Times","United States"
"County","Briscoe","TX","48045","=""48045""","344.83","2021-01-14","","New York Times","United States"
"County","Brooks","TX","48047","=""48047""","236.94","2021-01-14","","New York Times","United States"
"County","Brown","TX","48049","=""48049""","8.27","2021-01-14","","New York Times","United States"
"County","Burleson","TX","48051","=""48051""","334.62","2021-01-14","","New York Times","United States"
"County","Burnet","TX","48053","=""48053""","115.44","2021-01-14","","New York Times","United States"
"County","Caldwell","TX","48055","=""48055""","25.02","2021-01-14","","New York Times","United States"
"County","Calhoun","TX","48057","=""48057""","164.69","2021-01-14","","New York Times","United States"
"County","Callahan","TX","48059","=""48059""","-39.64","2021-01-14","","New York Times","United States"
"County","Cameron","TX","48061","=""48061""","128.30","2021-01-14","","New York Times","United States"
"County","Camp","TX","48063","=""48063""","118.73","2021-01-14","","New York Times","United States"
"County","Carson","TX","48065","=""48065""","50.00","2021-01-14","","New York Times","United States"
"County","Cass","TX","48067","=""48067""","33.37","2021-01-14","","New York Times","United States"
"County","Castro","TX","48069","=""48069""","-23.12","2021-01-14","","New York Times","United States"
"County","Chambers","TX","48071","=""48071""","N/A","2021-01-14","","New York Times","United States"
"County","Cherokee","TX","48073","=""48073""","119.22","2021-01-14","","New York Times","United States"
"County","Childress","TX","48075","=""48075""","-72.18","2021-01-14","","New York Times","United States"
"County","Clay","TX","48077","=""48077""","-19.44","2021-01-14","","New York Times","United States"
"County","Cochran","TX","48079","=""48079""","16.28","2021-01-14","","New York Times","United States"
"County","Coke","TX","48081","=""48081""","-63.69","2021-01-14","","New York Times","United States"
"County","Coleman","TX","48083","=""48083""","10.79","2021-01-14","","New York Times","United States"
"County","Collin","TX","48085","=""48085""","52.91","2021-01-14","","New York Times","United States"
"County","Collingsworth","TX","48087","=""48087""","265.12","2021-01-14","","New York Times","United States"
"County","Colorado","TX","48089","=""48089""","112.29","2021-01-14","","New York Times","United States"
"County","Comal","TX","48091","=""48091""","84.53","2021-01-14","","New York Times","United States"
"County","Comanche","TX","48093","=""48093""","-68.46","2021-01-14","","New York Times","United States"
"County","Concho","TX","48095","=""48095""","-66.67","2021-01-14","","New York Times","United States"
"County","Cooke","TX","48097","=""48097""","-7.20","2021-01-14","","New York Times","United States"
"County","Coryell","TX","48099","=""48099""","41.27","2021-01-14","","New York Times","United States"
"County","Cottle","TX","48101","=""48101""","-30.65","2021-01-14","","New York Times","United States"
"County","Crane","TX","48103","=""48103""","N/A","2021-01-14","","New York Times","United States"
"County","Crockett","TX","48105","=""48105""","N/A","2021-01-14","","New York Times","United States"
"County","Crosby","TX","48107","=""48107""","-73.36","2021-01-14","","New York Times","United States"
"County","Culberson","TX","48109","=""48109""","N/A","2021-01-14","","New York Times","United States"
"County","Dallam","TX","48111","=""48111""","N/A","2021-01-14","","New York Times","United States"
"County","Dallas","TX","48113","=""48113""","31.15","2021-01-14","","New York Times","United States"
"County","Dawson","TX","48115","=""48115""","23.55","2021-01-14","","New York Times","United States"
"County","Deaf Smith","TX","48117","=""48117""","35.44","2021-01-14","","New York Times","United States"
"County","Delta","TX","48119","=""48119""","192.40","2021-01-14","","New York Times","United States"
"County","Denton","TX","48121","=""48121""","12.92","2021-01-14","","New York Times","United States"
"County","DeWitt","TX","48123","=""48123""","324.78","2021-01-14","","New York Times","United States"
"County","Dickens","TX","48125","=""48125""","-86.00","2021-01-14","","New York Times","United States"
"County","Dimmit","TX","48127","=""48127""","791.72","2021-01-14","","New York Times","United States"
"County","Donley","TX","48129","=""48129""","21.13","2021-01-14","","New York Times","United States"
"County","Duval","TX","48131","=""48131""","-1.20","2021-01-14","","New York Times","United States"
"County","Eastland","TX","48133","=""48133""","36.47","2021-01-14","","New York Times","United States"
"County","Ector","TX","48135","=""48135""","259.93","2021-01-14","","New York Times","United States"
"County","Edwards","TX","48137","=""48137""","714.29","2021-01-14","","New York Times","United States"
"County","Ellis","TX","48139","=""48139""","19.92","2021-01-14","","New York Times","United States"
"County","El Paso","TX","48141","=""48141""","55.87","2021-01-14","","New York Times","United States"
"County","Erath","TX","48143","=""48143""","-5.33","2021-01-14","","New York Times","United States"
"County","Falls","TX","48145","=""48145""","-37.79","2021-01-14","","New York Times","United States"
"County","Fannin","TX","48147","=""48147""","62.64","2021-01-14","","New York Times","United States"
"County","Fayette","TX","48149","=""48149""","25.38","2021-01-14","","New York Times","United States"
"County","Fisher","TX","48151","=""48151""","143.41","2021-01-14","","New York Times","United States"
"County","Floyd","TX","48153","=""48153""","130.07","2021-01-14","","New York Times","United States"
"County","Foard","TX","48155","=""48155""","132.56","2021-01-14","","New York Times","United States"
"County","Fort Bend","TX","48157","=""48157""","47.67","2021-01-14","","New York Times","United States"
"County","Franklin","TX","48159","=""48159""","106.32","2021-01-14","","New York Times","United States"
"County","Freestone","TX","48161","=""48161""","-56.71","2021-01-14","","New York Times","United States"
"County","Frio","TX","48163","=""48163""","44.52","2021-01-14","","New York Times","United States"
"County","Gaines","TX","48165","=""48165""","-5.94","2021-01-14","","New York Times","United States"
"County","Galveston","TX","48167","=""48167""","18.24","2021-01-14","","New York Times","United States"
"County","Garza","TX","48169","=""48169""","-63.69","2021-01-14","","New York Times","United States"
"County","Gillespie","TX","48171","=""48171""","81.29","2021-01-14","","New York Times","United States"
"County","Glasscock","TX","48173","=""48173""","N/A","2021-01-14","","New York Times","United States"
"County","Goliad","TX","48175","=""48175""","-43.36","2021-01-14","","New York Times","United States"
"County","Gonzales","TX","48177","=""48177""","236.09","2021-01-14","","New York Times","United States"
"County","Gray","TX","48179","=""48179""","-3.09","2021-01-14","","New York Times","United States"
"County","Grayson","TX","48181","=""48181""","256.17","2021-01-14","","New York Times","United States"
"County","Gregg","TX","48183","=""48183""","172.28","2021-01-14","","New York Times","United States"
"County","Grimes","TX","48185","=""48185""","87.71","2021-01-14","","New York Times","United States"
"County","Guadalupe","TX","48187","=""48187""","306.04","2021-01-14","","New York Times","United States"
"County","Hale","TX","48189","=""48189""","-5.03","2021-01-14","","New York Times","United States"
"County","Hall","TX","48191","=""48191""","531.01","2021-01-14","","New York Times","United States"
"County","Hamilton","TX","48193","=""48193""","-59.94","2021-01-14","","New York Times","United States"
"County","Hansford","TX","48195","=""48195""","-75.61","2021-01-14","","New York Times","United States"
"County","Hardeman","TX","48197","=""48197""","140.19","2021-01-14","","New York Times","United States"
"County","Hardin","TX","48199","=""48199""","113.19","2021-01-14","","New York Times","United States"
"County","Harris","TX","48201","=""48201""","68.61","2021-01-14","","New York Times","United States"
"County","Harrison","TX","48203","=""48203""","126.49","2021-01-14","","New York Times","United States"
"County","Hartley","TX","48205","=""48205""","N/A","2021-01-14","","New York Times","United States"
"County","Haskell","TX","48207","=""48207""","63.47","2021-01-14","","New York Times","United States"
"County","Hays","TX","48209","=""48209""","-2.29","2021-01-14","","New York Times","United States"
"County","Hemphill","TX","48211","=""48211""","129.72","2021-01-14","","New York Times","United States"
"County","Henderson","TX","48213","=""48213""","71.61","2021-01-14","","New York Times","United States"
"County","Hidalgo","TX","48215","=""48215""","59.60","2021-01-14","","New York Times","United States"
"County","Hill","TX","48217","=""48217""","-76.09","2021-01-14","","New York Times","United States"
"County","Hockley","TX","48219","=""48219""","-6.02","2021-01-14","","New York Times","United States"
"County","Hood","TX","48221","=""48221""","51.47","2021-01-14","","New York Times","United States"
"County","Hopkins","TX","48223","=""48223""","-8.05","2021-01-14","","New York Times","United States"
"County","Houston","TX","48225","=""48225""","6.72","2021-01-14","","New York Times","United States"
"County","Howard","TX","48227","=""48227""","55.63","2021-01-14","","New York Times","United States"
"County","Hudspeth","TX","48229","=""48229""","-22.80","2021-01-14","","New York Times","United States"
"County","Hunt","TX","48231","=""48231""","272.46","2021-01-14","","New York Times","United States"
"County","Hutchinson","TX","48233","=""48233""","-12.10","2021-01-14","","New York Times","United States"
"County","Irion","TX","48235","=""48235""","-24.56","2021-01-14","","New York Times","United States"
"County","Jack","TX","48237","=""48237""","62.08","2021-01-14","","New York Times","United States"
"County","Jackson","TX","48239","=""48239""","44.86","2021-01-14","","New York Times","United States"
"County","Jasper","TX","48241","=""48241""","670.27","2021-01-14","","New York Times","United States"
"County","Jeff Davis","TX","48243","=""48243""","N/A","2021-01-14","","New York Times","United States"
"County","Jefferson","TX","48245","=""48245""","68.28","2021-01-14","","New York Times","United States"
"County","Jim Hogg","TX","48247","=""48247""","0.00","2021-01-14","","New York Times","United States"
"County","Jim Wells","TX","48249","=""48249""","37.26","2021-01-14","","New York Times","United States"
"County","Johnson","TX","48251","=""48251""","72.62","2021-01-14","","New York Times","United States"
"County","Jones","TX","48253","=""48253""","-31.70","2021-01-14","","New York Times","United States"
"County","Karnes","TX","48255","=""48255""","309.36","2021-01-14","","New York Times","United States"
"County","Kaufman","TX","48257","=""48257""","29.67","2021-01-14","","New York Times","United States"
"County","Kendall","TX","48259","=""48259""","133.73","2021-01-14","","New York Times","United States"
"County","Kenedy","TX","48261","=""48261""","N/A","2021-01-14","","New York Times","United States"
"County","Kent","TX","48263","=""48263""","132.56","2021-01-14","","New York Times","United States"
"County","Kerr","TX","48265","=""48265""","33.63","2021-01-14","","New York Times","United States"
"County","Kimble","TX","48267","=""48267""","-74.56","2021-01-14","","New York Times","United States"
"County","King","TX","48269","=""48269""","N/A","2021-01-14","","New York Times","United States"
"County","Kinney","TX","48271","=""48271""","752.63","2021-01-14","","New York Times","United States"
"County","Kleberg","TX","48273","=""48273""","75.70","2021-01-14","","New York Times","United States"
"County","Knox","TX","48275","=""48275""","1624.14","2021-01-14","","New York Times","United States"
"County","Lamar","TX","48277","=""48277""","-3.04","2021-01-14","","New York Times","United States"
"County","Lamb","TX","48279","=""48279""","50.11","2021-01-14","","New York Times","United States"
"County","Lampasas","TX","48281","=""48281""","84.78","2021-01-14","","New York Times","United States"
"County","La Salle","TX","48283","=""48283""","-2.56","2021-01-14","","New York Times","United States"
"County","Lavaca","TX","48285","=""48285""","92.08","2021-01-14","","New York Times","United States"
"County","Lee","TX","48287","=""48287""","26.67","2021-01-14","","New York Times","United States"
"County","Leon","TX","48289","=""48289""","189.86","2021-01-14","","New York Times","United States"
"County","Liberty","TX","48291","=""48291""","57.68","2021-01-14","","New York Times","United States"
"County","Limestone","TX","48293","=""48293""","-30.12","2021-01-14","","New York Times","United States"
"County","Lipscomb","TX","48295","=""48295""","21.71","2021-01-14","","New York Times","United States"
"County","Live Oak","TX","48297","=""48297""","11.29","2021-01-14","","New York Times","United States"
"County","Llano","TX","48299","=""48299""","-60.85","2021-01-14","","New York Times","United States"
"County","Loving","TX","48301","=""48301""","N/A","2021-01-14","","New York Times","United States"
"County","Lubbock","TX","48303","=""48303""","-20.40","2021-01-14","","New York Times","United States"
"County","Lynn","TX","48305","=""48305""","-50.00","2021-01-14","","New York Times","United States"
"County","McCulloch","TX","48307","=""48307""","-16.37","2021-01-14","","New York Times","United States"
"County","McLennan","TX","48309","=""48309""","6.41","2021-01-14","","New York Times","United States"
"County","McMullen","TX","48311","=""48311""","-89.15","2021-01-14","","New York Times","United States"
"County","Madison","TX","48313","=""48313""","-48.31","2021-01-14","","New York Times","United States"
"County","Marion","TX","48315","=""48315""","309.55","2021-01-14","","New York Times","United States"
"County","Martin","TX","48317","=""48317""","155.04","2021-01-14","","New York Times","United States"
"County","Mason","TX","48319","=""48319""","33.16","2021-01-14","","New York Times","United States"
"County","Matagorda","TX","48321","=""48321""","149.36","2021-01-14","","New York Times","United States"
"County","Maverick","TX","48323","=""48323""","90.40","2021-01-14","","New York Times","United States"
"County","Medina","TX","48325","=""48325""","42.85","2021-01-14","","New York Times","United States"
"County","Menard","TX","48327","=""48327""","-79.72","2021-01-14","","New York Times","United States"
"County","Midland","TX","48329","=""48329""","193.56","2021-01-14","","New York Times","United States"
"County","Milam","TX","48331","=""48331""","-99.20","2021-01-14","","New York Times","United States"
"County","Mills","TX","48333","=""48333""","-93.45","2021-01-14","","New York Times","United States"
"County","Mitchell","TX","48335","=""48335""","-40.06","2021-01-14","","New York Times","United States"
"County","Montague","TX","48337","=""48337""","18.24","2021-01-14","","New York Times","United States"
"County","Montgomery","TX","48339","=""48339""","28.15","2021-01-14","","New York Times","United States"
"County","Moore","TX","48341","=""48341""","-35.50","2021-01-14","","New York Times","United States"
"County","Morris","TX","48343","=""48343""","113.08","2021-01-14","","New York Times","United States"
"County","Motley","TX","48345","=""48345""","-100.00","2021-01-14","","New York Times","United States"
"County","Nacogdoches","TX","48347","=""48347""","3.72","2021-01-14","","New York Times","United States"
"County","Navarro","TX","48349","=""48349""","-6.27","2021-01-14","","New York Times","United States"
"County","Newton","TX","48351","=""48351""","999.42","2021-01-14","","New York Times","United States"
"County","Nolan","TX","48353","=""48353""","14.33","2021-01-14","","New York Times","United States"
"County","Nueces","TX","48355","=""48355""","12.24","2021-01-14","","New York Times","United States"
"County","Ochiltree","TX","48357","=""48357""","107.53","2021-01-14","","New York Times","United States"
"County","Oldham","TX","48359","=""48359""","40.85","2021-01-14","","New York Times","United States"
"County","Orange","TX","48361","=""48361""","174.32","2021-01-14","","New York Times","United States"
"County","Palo Pinto","TX","48363","=""48363""","64.69","2021-01-14","","New York Times","United States"
"County","Panola","TX","48365","=""48365""","-1.26","2021-01-14","","New York Times","United States"
"County","Parker","TX","48367","=""48367""","37.37","2021-01-14","","New York Times","United States"
"County","Parmer","TX","48369","=""48369""","-60.75","2021-01-14","","New York Times","United States"
"County","Pecos","TX","48371","=""48371""","N/A","2021-01-14","","New York Times","United States"
"County","Polk","TX","48373","=""48373""","86.32","2021-01-14","","New York Times","United States"
"County","Potter","TX","48375","=""48375""","7.55","2021-01-14","","New York Times","United States"
